RatingID,UserID,WineID
8355295,1218182,163101
8420059,1076907,100191
8426945,1155478,168457
8428129,1252028,160277
8437876,1108227,143222
8445902,1160536,114973
8452156,1402003,163101
8459178,1283369,126510
8460890,1005022,160277
8480276,1003590,118457
8515078,1003868,112875
8522599,1084433,100191
8555825,1883175,126510
8588068,1284388,143222
8593095,1440532,126510
8611222,1100007,163101
8615807,1221418,114973
8622467,1195953,100191
8634828,1244678,103667
8640105,1176869,114973
8644373,2052399,102902
8644893,1738508,173331
8663129,1251960,163876
8685109,1908574,163876
8718367,1099632,163876
8720728,1084213,163876
8722856,1366163,174274
8728360,1409246,140962
8732065,1760544,163876
8738758,1978508,163876
8781069,1653046,185481
8803306,1121579,175908
8828718,1215193,143222
8868502,1120730,127658
8905969,1199243,179386
8906443,1165465,179386
8938737,1766318,127658
9015471,1282188,174274
9048948,1272812,181199
9060451,1000045,179386
9069795,1035125,120737
9070533,1107271,120737
9094331,1441130,138299
9156945,1881659,173331
9182934,1076522,109954
9204926,1121579,112875
9205956,1095942,120737
9206751,1070726,143806
9246042,1142452,179958
9317345,1204929,198580
9482954,1138243,190621
9498945,1001050,140962
9541500,1086562,180712
9548890,1000064,101847
9648874,1184057,179958
9655227,1007559,100062
9671370,1007559,168457
9677418,1004804,138765
9719187,1221687,118457
9748675,1223304,140262
9750698,1282188,167079
9757623,1126323,167079
9758941,1269583,167079
9763572,1055113,139210
9770705,1846784,150820
9772743,1055666,167079
9786126,1165464,179958
9807484,1579799,167079
9822762,1123010,117009
9824759,1165366,109954
9835630,1284388,100191
9842102,1019610,195300
9844162,1267934,195300
9874526,1223953,179386
9917015,1003643,168457
9938196,1278516,100191
9950601,1006433,112875
9955055,1165917,180300
9982366,1920002,138299
10046672,1140283,103667
10058650,1115656,168457
10090350,1274213,173331
10141715,1221355,100191
10149053,1198940,118457
10184065,1354311,180300
10213319,1000064,117009
10288062,1034455,100191
10394375,1243678,143222
10397852,1153362,180712
10453836,1197301,118457
10470147,1009797,195300
10495562,1195662,128544
10516323,1234491,167079
10582872,1128773,109954
10591412,1806447,112875
10608549,1150107,138765
10643825,1103149,109954
10655786,1095942,118927
10675255,1055073,167079
10679727,1220876,167079
10793085,1218182,180300
10810136,1165941,143222
10816414,1388968,179958
10847152,1037428,167079
10911090,1021350,180300
10915821,1160536,179386
10941873,1000292,103667
10944117,1943589,118457
10946621,1165941,167079
10970591,2025327,150820
10981903,1269583,100191
10988731,1147924,167079
11133138,1000196,150820
11134009,1392981,138765
11155977,1041653,100191
11174684,1123010,118927
11189676,1056065,138765
11250088,1283369,179958
11262396,1150107,143806
11285670,1087116,100191
11311311,1004804,100191
11314927,1188871,173331
11321619,1007104,119803
11337063,1055113,103435
11369096,1420747,126510
11380132,1115656,100191
11407901,1218182,101847
11410002,1177231,103070
11423852,1195662,196718
11433413,1657407,173331
11491551,1003702,149407
11505219,1393437,103435
11521437,1048267,167079
11538211,1198940,114973
11549568,1119279,101847
11555083,1019416,167079
11636810,1116317,167464
11640556,1968057,160277
11663037,1165465,118457
11676913,1241574,179386
11685417,1028358,116418
11701284,1059736,102902
11706580,1165464,118457
11710498,1223825,140262
11712029,1195757,167079
11726114,1001050,107214
11737476,1119312,163101
11758647,1220278,150820
11763901,1218093,117009
11776605,1007104,102645
11795896,1186436,180712
11851688,1402844,168457
11863685,1265398,117009
11867953,1277586,167079
11879572,1261962,167079
11887654,1023701,195476
11887927,1285813,118457
11915534,1816088,150820
11931897,1281978,195300
11983158,1871723,180712
11988260,1008366,103667
12024354,1248297,163101
12039744,1245717,195476
12052021,1270847,167079
12059937,1905124,138299
12074896,1354311,114973
12084035,2046714,195476
12123391,1004940,114973
12176729,1301423,195476
12178106,1070932,168457
12178505,1151267,163101
12181172,1392949,167079
12198141,1195531,167079
12201194,2017960,103003
12205871,1261887,100062
12231307,1119608,139210
12256819,1196368,195476
12260317,1076907,119803
12270083,1122932,179958
12291207,1056065,180712
12316648,1130804,141193
12393981,1558571,195476
12416710,1221369,139210
12436497,1003868,120737
12471450,1263392,138765
12497424,1205386,107214
12517951,1413470,179958
12523689,1009381,187681
12545340,1943589,114973
12569573,1217756,165143
12586293,1100007,165143
12596418,1195284,195476
12603530,1151866,165143
12615170,1887022,105599
12619940,1221355,167079
12661521,1002016,138625
12721264,1220876,103667
12735760,1077974,112875
12772251,1488418,167079
12866272,1519799,168457
12871065,1243583,165143
12871268,1582454,138299
12910780,1324948,119803
12933417,1055875,139210
12933964,1430963,103003
12972099,1218093,144081
13065110,1209683,168457
13071933,1524504,179958
13107369,1947326,103433
13122428,1253797,190621
13142790,1004940,180712
13169465,1223319,139693
13271075,1128040,143806
13281791,1684271,180712
13298500,1214082,179958
13301307,1821195,190621
13350768,1164877,138622
13600271,1219354,139210
13639105,1104208,163101
13650319,1128911,179958
13668982,1164877,139693
13812403,1500724,179958
13848936,1267934,112875
13851060,1263392,138625
13855711,1070932,165143
13866933,1259010,165143
13901460,1223953,118457
13944896,1117421,100062
13957593,1188640,112875
13980397,1048267,100062
13995487,1666823,103003
13999921,1195953,100062
14057813,1124246,175908
14091790,1784871,163876
14093652,1189581,112875
14143578,1465808,102079
14150120,1074529,102079
14150191,1134177,102079
14152463,1313800,102079
14185961,1217479,114973
14189832,1169598,100062
14221691,1329989,105599
14235820,1218054,107214
14241955,1089420,180712
14243041,1189258,190621
14243403,1858380,103003
14251071,1195284,196718
14297304,1087758,103003
14340152,1219354,114973
14350719,1963635,133447
14373082,1073074,102079
14379867,1005932,190621
14397359,1367278,153611
14414408,1030557,103003
14424552,1012576,105599
14578048,1004166,100062
14595665,1280729,195476
14617778,1176863,105599
14624008,1004940,168457
14625082,1223320,139693
14647910,1163513,100062
14674439,1122926,180268
14684595,1366134,105585
14716442,1042998,139388
14732474,1239513,102079
14745967,1015795,102079
14753176,1042998,179958
14789558,1263392,107214
14817015,1266897,138299
14824922,1356925,118457
14827191,1263513,192515
14834824,1026102,139210
14856946,1008716,103667
14883940,1087116,100062
14891034,1020207,105599
14928689,1334222,190621
14956802,1361769,105599
14993574,1360634,139388
15024955,1409246,114973
15049973,1267664,103435
15062931,1787480,100062
15132013,1004804,140262
15162121,1216669,102645
15177696,1086296,168457
15178813,1218093,143806
15189554,1005751,138622
15191347,1070878,180300
15263117,1000494,114973
15340334,1004940,105599
15368389,1153142,105748
15413970,1331452,168457
15425563,1005996,153611
15457354,1022713,153611
15465497,1011974,180300
15485439,1026510,112875
15582821,1037428,168457
15603957,1139114,140262
15620562,1231523,150384
15652623,1009381,180300
15653641,1165917,118457
15659825,1714244,162507
15697002,1265398,195300
15737174,1072067,139210
15780489,1070878,100062
15833276,1177579,179958
15891761,1411229,181199
15940630,1183169,109954
15953269,1007263,126510
15963078,1019610,112875
16166684,1223320,138622
16228422,1223319,179958
16228872,1100007,195300
16274469,1277586,196838
16283962,1234491,102645
16303795,1252211,105911
16315928,1005086,162391
16339061,1947326,102902
16389757,1139114,114717
16395405,1199168,180268
16416346,1679344,107214
16434921,1494337,103070
16547640,1225190,103433
16580758,1075898,114717
16594043,1196127,163101
16606705,1216007,185481
16615087,1481948,139693
16690085,1002058,192515
16703639,1221977,107214
16704706,1050670,105911
16717551,1019416,140114
16727529,1331452,119803
16803842,1920180,179958
16837365,1002786,114717
16870561,1207317,165143
16872171,1220858,168457
16876313,1104552,114717
16902005,1163513,168457
16913418,1035125,185481
16918333,1494337,138765
16933928,1107271,185481
16969041,1092371,115171
17003384,1745196,102902
17053340,1277685,140262
17073084,1199168,186843
17075781,1072208,114717
17078574,1286939,162391
17098306,1080264,165143
17161102,1193926,160277
17169935,1150390,162391
17197571,1218088,162391
17233625,1642793,102902
17242242,1072208,140262
17270575,1356023,140262
17287862,1189256,139693
17379326,1925634,105585
17410217,1023294,112875
17455309,1314309,105911
17457618,1039517,181199
17477736,1163037,117009
17492013,1357819,103433
17688726,1805455,105911
17731151,1153860,139388
17738635,1265398,139388
17749880,1054994,139388
17752967,1395118,116418
17753970,1196484,100062
17813630,1195284,149550
17820984,1149309,162391
17826137,1222565,139210
17832355,1818660,141193
17850585,1006022,140114
17871873,1007833,115171
17893137,1055666,168457
17900382,1066177,107214
17958436,1149839,175454
18046194,1112810,103433
18072704,1267664,163101
18083685,1240290,140114
18116230,1003603,144081
18148417,1070726,140262
18150451,1567391,179958
18192265,1782085,109954
18205092,1003121,141193
18225818,1236608,127658
18314605,1080264,100062
18346404,1258419,163876
18389520,1943589,140262
18439639,1481948,138622
18506768,1223320,138299
18522437,1218520,196718
18532195,1054770,100062
18537026,1737947,100062
18570139,1356311,185866
18593699,1008458,185866
18598586,1213731,185866
18603227,1642219,185866
18615285,1642793,100062
18618779,1494147,185866
18632697,1056257,185866
18640282,1907099,185866
18649462,1009381,163101
18672006,1018208,100062
18738420,1571449,163101
18803364,1248236,160277
18832454,1099438,163101
19058293,1388968,180300
19067232,1196127,196718
19079846,1652802,100062
19085713,1219664,114717
19180324,1965776,103003
19245761,1997772,167079
19280120,1075820,119803
19297841,1241574,140262
19342122,1162400,196718
19346873,1324948,163101
19582108,1079127,103070
19600022,1356925,180300
19622629,1643238,154979
19629717,1055073,143800
19635676,1153860,114973
19656273,1358888,154979
19658111,1246284,154979
19694053,1123010,125678
19713598,1781649,154979
19766555,1197301,115171
19768168,1162820,147123
19773441,1965776,119803
19795827,1249047,179958
19807256,1165081,160277
19845835,1100007,192515
19892244,1086296,165143
19918571,1083620,119803
19934006,1013878,139388
20026241,1097858,149765
20044771,1481948,118927
20053253,1795555,100062
20063465,1119312,103435
20066042,1932932,103435
20066536,1281978,139388
20070869,1021350,163101
20079431,1207317,160277
20136271,1312030,154979
20147769,1199660,125678
20198247,1186232,165143
20220504,1196484,139210
20223048,1160496,195476
20242315,1019005,139210
20322767,1008464,103435
20361878,1000494,195476
20392576,1147016,114717
20397366,1958524,105911
20407849,1267082,139210
20421472,1220858,163101
20483521,1604011,103435
20485227,1221977,138625
20528299,1012823,100062
20568912,1359283,163101
20570101,1785820,141193
20572633,1221444,105911
20585264,1196127,102055
20591855,1084433,101847
20600758,1357819,101847
20602354,1184057,160271
20610069,1126323,101847
20615773,1108227,101847
20617212,1003951,101847
20620397,1965776,102055
20620436,1216007,102055
20622021,1221418,102055
20625203,1002043,102055
20632168,1241574,101847
20637175,1215928,160271
20641745,1390273,102055
20647698,1004369,101847
20650302,1193656,101847
20651650,1240747,102055
20666803,1092371,102055
20667539,1003951,102055
20674920,1270847,101847
20680795,1019005,101847
20684939,1080264,101847
20686739,1070932,102055
20687014,1149839,160271
20694123,1064787,101847
20700068,1079127,101847
20700328,1244678,102055
20701633,1261887,102055
20707643,1009381,102055
20710194,1165941,102055
20711371,1153142,101847
20735429,1223304,101847
20766808,1003702,102055
20776837,1950144,102055
20790458,1165465,160271
20804971,1221687,102055
20821701,1181902,102055
20871491,1006657,102055
20871989,1160496,160271
20875704,1055576,102055
20885463,1004369,102055
20889646,1243678,102055
