Code,RegionName,Country,PC1,PC2,PC3,PC4,PC5,PC8,PC9,PC12,PC25,PC30,PC31,PC37,PC39,PC41,PC46,PC55,PC61,Winename
0.868683785,0.249961331,1.627730407,0.976868444,-0.322217774,-0.103162391,-0.458598818,0.142168627,0.104735683,-0.008038067,0.049782764,-0.059157555,0.210282019,0.426783428,0.367793468,-0.193647494,-0.07579853,0.315972923,-0.656787137,-3.2693209,Cabernet Sauvignon
-1.995757931,1.083015097,-1.94328396,-0.273611435,-0.280867126,0.056936443,0.566623765,-0.048158442,0.128065225,-0.319139863,0.22132993,-0.227247576,-1.404107379,-0.37062814,-0.523975393,-0.448605466,-0.3462973,-0.968077109,0.089847783,0.017847492,Cabernet Sauvignon-Shiraz
0.391276832,-1.547681007,0.607440588,-0.148580809,-0.291216861,0.112061268,0.044315887,-0.068094596,0.831165675,0.263809869,0.019362781,1.129220607,-0.650178605,-0.887561366,0.343657416,-0.256936924,-0.557684608,-1.080356444,-0.184929314,0.140940846,Calda Bordaleza Tinto
-0.08613012,-1.328456331,0.097295679,0.048295129,-0.351865895,-0.157070512,-0.584191166,0.061513694,0.848850979,-0.188640377,1.047712506,-0.105344472,-0.42321819,-0.03169154,0.148442064,-0.522577815,-0.497442029,1.100468414,-1.112409592,0.15688818,Cerequio Barolo
1.346090738,-1.109231656,-0.667921686,-0.338111237,-0.075705713,0.195918938,0.416019956,-0.16809545,-0.095277374,-0.028242495,0.08204073,-0.008020518,-0.666046961,-0.383002672,-0.011317035,-0.189624604,-0.192996008,-0.031991803,-0.728813436,0.435540994,Chablis 1er Cru 'Montmains'
-0.563537073,0.206116396,-0.667921686,0.048367556,-0.419817473,-0.192995048,-0.597713206,0.132110211,0.034868174,0.389105451,0.374134641,0.207013393,0.268368583,-0.242142831,-0.052860097,-0.370328813,-0.391379692,-0.162916868,-0.103125625,-0.213582287,Château Chemin Royal Moulis-en-Médoc
-0.563537073,1.389929642,-0.667921686,-0.281901944,-0.195833864,-0.019182999,0.540642324,0.000359542,0.09007045,-0.514952372,0.276257048,-0.663536148,-1.295940923,0.229552397,0.686226976,-0.032084716,-0.890906455,-2.204724379,1.09643912,-0.348245311,Cinsault-Grenache Rosé
-0.563537073,0.688410681,-0.667921686,0.410328781,1.471140631,0.43933627,0.522959734,-1.908062496,0.244428523,-0.33625293,2.096448321,1.27749467,0.454894654,-0.518741175,1.231306426,-0.184238002,0.004613738,-0.941818694,-0.137926607,0.088965425,Coteaux d'Aix-en-Provence Rosé
1.346090738,-0.933851916,-0.92299414,8.986562213,0.720820778,0.489250188,0.887931572,-0.184105384,-0.057225454,0.138973518,-0.046353026,-0.136120237,-0.142373272,0.151083785,-0.055051726,0.037862208,0.155245603,0.292931048,0.069624101,0.036915624,Coyam
0.868683785,-0.495402565,1.627730407,0.274296574,-0.689039693,-0.395380026,-0.563131673,0.36223889,0.059003349,0.226208836,-0.250311042,0.019882024,0.250545312,0.294791427,0.080406503,0.096492649,0.217472417,-0.543924553,0.126884157,6.227435322,Coyote Canyon Reserve Syrah
0.629980309,1.170704967,0.862513043,-0.52927213,0.835233604,0.035018748,0.155261619,-0.839067232,-0.272192302,-1.041671243,-0.428158052,0.404652189,0.897968372,-0.66434743,-0.851437584,-0.29529537,-0.563780268,0.458609281,0.074295347,0.049328759,Cuvée Alexander Rose de Pinot Extra Brut
1.346090738,0.644565746,0.607440588,-0.302589996,-0.837094995,0.202543154,2.807293319,0.396257665,0.198225047,-0.103253091,-0.66014392,0.058359177,-0.038927357,0.520371618,0.424712962,-3.410682401,-2.011879128,0.274535632,0.760953205,0.009750067,Dona Antonia Porto Reserva Tawny
1.346090738,-0.758472176,1.627730407,0.160108847,-0.608003827,-0.324259213,-0.36083806,0.285712413,0.055418996,0.103232623,-0.214937166,0.045764489,-0.060415775,0.205065768,0.262903782,0.02580823,0.349411977,-0.405018721,-0.008704051,-1.707667081,Dry Creek Valley Zinfandel
-0.08613012,0.118426526,0.097295679,-0.21221657,-0.178649243,-0.025029606,0.266686251,-0.071560604,-0.048901523,-0.241283716,-0.146298684,0.202381397,-0.632177125,-1.03796916,-0.120224153,0.367977404,-0.425093251,-0.298767852,1.746930535,2.286923325,Dulcis Moscato d'Asti
1.346090738,-1.196921526,-0.92299414,-0.411288478,0.20056773,0.399049923,0.004806857,-0.749506384,-0.193176117,0.045645737,-2.060711264,-1.186355841,2.7762279,-2.46761516,-0.157395895,-0.217507748,-0.175715419,-0.209782467,1.490627084,-0.409571566,El Espiritu de Cachapoal Brut
0.868683785,1.565309383,1.627730407,0.198620322,-0.817141717,-0.434641647,-0.534110064,0.386104033,-0.095449589,0.335644376,-0.757802458,-0.062509064,0.404471344,0.609358141,-0.146433727,-0.235605744,0.066026488,0.429854289,0.195051258,0.078733656,Estate Pinot Noir
-2.234461407,-0.056953215,-2.198356414,-0.438037635,-0.058605174,0.522400026,0.737615786,-0.887501947,-1.985806232,1.424935004,0.973530599,-0.509304745,1.240267513,-0.984995811,0.507082394,-0.274126201,-0.109132778,0.052855543,0.130056853,-0.052398806,Extra Brut Cuvée Spéciale Baron B
-1.040944026,1.609154318,-0.412849231,0.079968552,-0.501495773,-0.310838696,-0.765582885,0.264904381,0.122736366,0.208165433,0.163877755,0.029204056,0.001310766,-0.182337683,5.398116994,0.921084591,-1.679200308,-1.074119772,0.233689426,0.367413841,Felix Lemberger Trocken
-0.08613012,0.819945487,0.097295679,-0.533769403,1.737461803,-0.129375381,0.230381607,-0.852802041,1.287784535,0.382200381,0.193772671,1.045400145,-0.399330154,-0.261880692,0.798362886,-0.666815384,-1.170781442,2.447175096,0.836361453,0.096151798,Fiano del Salento
1.346090738,0.644565746,0.607440588,-0.363056327,-0.983152907,0.142608368,3.382503405,0.539419973,0.918896914,-1.664875588,-0.655220902,0.057042501,1.215852745,0.062603525,-0.153612684,0.894137483,0.532062917,0.430941576,-1.14395419,-0.001704266,Fine Ruby Port
-0.802240549,0.030736656,1.372657952,-0.178585277,-0.238122703,0.005336,0.423637282,0.057924718,0.032064666,-0.31687599,-0.11497452,-0.094004191,-0.690328595,-0.394104478,0.252185793,-0.001499472,0.004602606,-0.674862004,-2.408399959,-0.237147141,Fino Eléctrico 3 Fases
1.346090738,-0.36386776,0.097295679,-0.362796481,-0.002998992,0.122312654,0.19821725,-0.139828358,0.027753746,-0.150693735,0.290960982,-0.028278452,-1.070068079,-0.889325304,0.306166048,0.124761095,-0.28646797,-0.304045506,-2.090230943,-1.527375515,Fior di Vigna Dolce Rosso
-0.563537073,-0.670782306,-0.667921686,-0.083349258,-0.385077459,-0.317048573,-0.856497381,0.076527265,0.275457611,0.428526937,-0.531717484,-0.776609604,0.040317011,-2.099760325,2.385528204,0.011107663,0.883408359,2.494310025,0.236313126,0.211217934,Fleurie La Madone
1.346090738,-0.846162046,0.097295679,-0.608326133,1.038900358,0.308205474,-0.159349621,-1.630316178,1.010405459,-0.837861436,1.733423724,1.538044873,1.086972132,-0.382177451,0.257644381,-0.029618297,0.289461004,-0.06737764,-0.289178299,0.007382413,Gabbiano Pinot Grigio
-2.234461407,-0.232332955,-2.198356414,0.198116727,-0.683850376,-0.348538001,-0.254789905,0.306422791,-0.000126049,0.112491323,-0.313239662,0.126520388,-0.130502351,0.266846878,-0.420132734,-0.012127556,1.226111035,-0.20076175,0.113280029,0.170751495,Gran Malbec
-1.995757931,0.074581591,-1.94328396,0.209174048,-0.753925974,-0.464829161,-0.664337927,0.388825131,-0.042833768,0.265795594,-0.716486721,-0.030644544,0.52428499,0.530479599,0.088922334,-0.095144335,0.008273779,0.231365555,0.286877839,0.059054033,Haven Pinot Noir
-0.324833597,-0.45155763,-0.157776776,-0.463887122,0.833238211,0.828607753,0.028048809,0.710504832,-1.054358609,-0.422587213,0.163650375,-1.842478498,4.095533815,1.598417281,-0.887373331,-0.159681402,0.093744134,0.560998257,0.011036509,-0.25095593,Kallisto
-0.324833597,-1.065386721,-0.157776776,-0.196775842,-0.270129923,0.072592279,0.308758241,0.015146298,0.189054797,-0.250904009,0.202068729,0.129363881,-1.469975204,-0.83725575,0.198438234,-0.606224025,-0.875129659,-1.162533271,-0.810647302,0.696670997,Kormilitsa Red
-0.08613012,1.477619513,0.097295679,-0.735999694,0.970254898,1.685549826,-1.61710682,-1.348851028,4.988621922,2.639458311,-2.201643207,-1.276263287,0.153611445,0.762599914,-1.021958577,0.019317684,-0.096293414,-0.599703134,0.340230408,-0.114708422,La Primavera in Rosa Rosé Italia
-0.802240549,0.776100552,1.372657952,-0.450601624,1.432718728,-0.485341865,-0.176106989,-0.483482654,-0.07320281,-0.968066731,0.086983562,0.600448626,0.377988191,0.840819078,-0.225504987,0.335476829,0.217137397,0.661432809,-0.265547985,0.252182286,La Tinaja de Aranzazu
1.346090738,-0.802317111,0.607440588,-0.03956138,-0.711244053,-0.273729436,-0.084994073,0.267112595,3.047420731,-1.858089015,3.9674732,0.348979579,-0.026941658,0.580062967,-0.211300194,-0.496420936,0.238104368,-0.77202361,-0.072060529,0.094555553,Lacrau Colheita Field Blend
-0.08613012,-0.36386776,0.097295679,0.126384181,0.197607013,0.126107433,-0.096069096,-0.377567411,-0.613810792,-0.506687936,-0.262635422,-0.100866346,0.55491299,0.512796215,-0.337812883,-0.045136829,-0.172788755,-0.161277968,-0.315294457,1.697715121,Langhe Chardonnay
-0.08613012,-0.36386776,0.097295679,0.179954052,-0.595909659,-0.351981801,-0.429190427,0.286200814,0.130628297,0.145440523,0.007938143,-0.078219152,-0.058757794,0.147598306,0.079218037,-0.087072152,-0.009559873,0.080507467,-0.986855143,0.618875624,Langhe Nebbiolo
-1.279647502,-1.153076591,-0.92299414,-0.375632785,0.418915969,-0.141708512,0.636619805,0.002414245,-0.095043233,0.039034081,0.333920377,-1.239895057,-0.424503884,1.344854509,1.131727912,0.422155631,0.191939669,-0.977072519,0.361878243,0.076817494,Las Mulas Reserva Sauvignon Blanc
1.346090738,-0.714627241,1.627730407,0.272092947,-0.766530501,-0.492184078,-0.776923833,0.414593775,-0.024126341,0.231569637,-0.804156762,-0.018362354,0.617178405,0.536704002,0.136529795,-0.121003473,0.022234946,0.293181371,0.027476378,0.037075815,Lauréne Pinot Noir
-0.563537073,-0.5392475,-0.667921686,-0.022892773,-0.468276211,-0.222370308,-0.166058913,0.121848551,0.68526796,-0.611098119,1.326255484,-0.380975621,-0.429406723,0.444171708,-0.01570424,-0.071704004,-0.406562992,-2.052914379,1.571663791,-1.137048262,Les Dessous des Dentelles
-0.563537073,-1.021541786,-0.667921686,0.119522152,-0.700376935,-0.415489323,-0.569018872,0.350608201,-0.064384687,0.311215893,-0.573024285,-0.083172356,0.406002222,0.50672829,0.03399334,-0.140608067,0.011596859,0.264243821,0.269390712,0.05710421,Les Fuées Chambolle-Musigny 1er Cru
-2.234461407,-0.056953215,-2.198356414,0.019962353,-0.517439922,-0.143347024,-0.006858611,0.073231628,-0.216417163,0.323297528,0.111746508,0.340402544,-0.526527257,0.071842509,-1.512795675,-0.166824767,2.587460451,0.114034107,-0.020896043,-0.068176351,Los Cardos Malbec
1.346090738,-0.407712695,-0.667921686,-0.435190387,0.407689755,0.396596002,0.51188842,-0.866315081,-0.791986443,0.658338754,0.099700189,1.682113625,0.396953987,-1.922148537,-2.204595288,-0.309068893,-1.815067777,2.923027327,-0.61831243,-1.547345491,Lou Mansengou
-0.08613012,1.302239772,0.097295679,-0.304261831,0.672842534,-0.106467731,-0.036239423,-0.385482014,-0.90141054,-2.476264185,-2.434166952,0.505098908,-2.699647577,-0.689634485,-0.473540071,-0.461311403,-0.259488165,0.269588683,0.109967944,-0.220103545,Manzoni Moscato Spumante
-0.563537073,-1.679215812,-0.667921686,-0.428395692,0.216660396,0.713541573,0.708925861,-0.685925198,-0.683198879,1.001227898,2.128377887,-1.278297527,-0.274738069,2.649194909,-0.930181373,0.17400892,0.26164164,-0.361927349,0.783377598,-0.496876986,Marc d'Alsace Riesling
0.391276832,-0.802317111,0.607440588,1.043974849,-0.105677664,0.182130879,0.187931815,0.188709441,0.103227141,-1.830655888,-1.150864703,-0.073331265,-1.232854887,0.550944095,-1.058426792,-1.299446444,-0.313156274,0.111357964,-0.971376552,0.133690263,Maria Izabel Rosé
0.391276832,1.433774578,0.607440588,-0.629116943,2.983929977,-0.189099825,-0.613294722,-1.777098758,2.390625761,0.413971547,-2.771627418,0.276856483,0.457441354,0.813727576,-1.083231337,0.117558979,0.633492399,-0.645316723,-0.220062212,0.063283192,Maré Alta
-1.040944026,1.609154318,-0.412849231,-0.05893223,-0.326799033,-0.084133149,-0.746341209,-0.062965639,0.080363943,0.703790536,-0.142357835,-0.962651621,0.075495462,-0.95621256,0.660213988,0.255071642,0.121713002,0.862892472,0.340178535,0.301895291,Merlot Reserve Trocken
-0.563537073,-0.01310828,-0.667921686,-0.349164311,0.363071033,0.072403992,-0.024358618,-0.733927142,-0.763067237,0.058862863,-0.285739107,-1.282453052,0.415310646,-1.167330982,-0.705090238,-0.226409373,-0.182301582,0.527374707,-0.227543189,0.490196526,Meursault 1er Cru 'La Pièce Sous Le Bois'
-0.08613012,1.126860032,0.097295679,-0.41893802,0.3659046,0.23676404,0.476599268,-0.797277309,-0.564674867,-0.230182707,-1.833049502,1.529438141,-0.642472262,2.149755695,1.917552259,0.33082223,0.586618054,-0.991896906,2.293012329,-1.061941007,Müller Thurgau Alto Adige
-0.08613012,-1.459991137,0.097295679,-0.106010451,-0.275188156,-0.058570285,0.177944604,0.085424477,0.148145743,-0.283211411,-0.019132299,-0.058348567,-0.47552769,-0.252169371,0.260261226,-0.097964295,-0.140141937,0.030084132,-1.525259701,0.325571248,Narin Barbaresco
-0.08613012,-1.416146202,0.097295679,0.359347429,-0.495223429,-0.407799713,-0.475578407,0.261785465,-0.531525721,0.254600321,-0.599712909,-0.292779591,0.830612338,-0.886818301,-0.239044949,-0.564834516,-0.260159502,-2.276781337,-0.885676135,-0.180551385,Nicolon Barbera d'Alba
-0.563537073,0.469186006,-0.667921686,0.135514182,-0.723436994,-0.413307616,-0.582307699,0.35259254,-0.065805168,0.330075768,-0.591264498,-0.063060114,0.402681834,0.523531606,0.004316163,-0.149077482,0.015198298,0.280245224,0.329360452,0.047750323,Nuits-St-Georges Les Plateaux
0.868683785,-0.27617789,1.627730407,-0.112225512,-0.550121529,-0.148251659,0.039422843,0.188427251,0.413688798,-0.349859948,0.917691381,0.143579616,1.300460591,0.614564724,0.028592133,0.23927939,0.618647714,-0.156174485,-0.269881555,-0.893886605,Old Vine Zinfandel
-1.757054455,1.258394837,-1.43313905,0.162938443,-0.839741747,-0.681569239,-1.316399387,0.419731692,-0.673037334,0.158169582,-0.235819402,-0.922706168,0.194792544,0.057727682,-0.335084986,-0.062177969,-0.061581499,-0.123809415,-0.089285772,-0.074628597,Origem Merlot
0.868683785,1.039170162,1.627730407,0.040562867,-0.43463283,-0.273309286,-0.676782908,0.096740947,-0.120258394,0.275798883,-0.331523171,-0.665203942,0.57732526,-1.214160692,-0.94914523,-0.152033249,-0.036809608,0.147701375,0.655646691,-0.548332634,Pedroni Vineyard Cabernet Franc
-0.563537073,0.513030941,-0.667921686,0.958307311,-0.699609492,-0.46931625,-0.789829808,0.388434455,0.198385397,0.510394911,-0.104037643,0.83259073,0.552204305,-0.202865259,0.850675901,-0.097253604,-0.265864998,-0.706912208,0.002552769,-0.289758176,Pessac-Léognan
1.346090738,1.565309383,1.627730407,0.110277659,-0.752122441,-0.416111684,-0.379232982,0.356533271,-0.121142698,0.297003157,-0.72643171,-0.176313735,0.328541339,0.690578304,-0.211142582,-0.279018338,0.032089695,0.95818644,0.215354462,-0.195576749,Pinot Noir
-0.563537073,0.600720811,-0.667921686,0.163253775,-0.813283432,-0.419434646,-0.464030469,0.36967192,-0.106086829,0.358918374,-0.721483227,-0.074101824,0.342869012,0.613544009,-0.193513714,-0.229703393,0.062472605,0.413091735,0.313161634,0.091605538,Pommard Premier Cru 'Grand Clos des Épenots'
0.391276832,0.644565746,0.607440588,-0.500693627,-0.73004328,0.769374149,4.769863569,0.216720799,-1.428282741,5.394294435,0.134947587,0.159975135,-0.047824515,0.498482276,0.163120421,1.207821707,0.965825475,0.000337763,-0.29965773,0.03899222,Porto Colheita
0.868683785,0.249961331,1.627730407,0.637656947,-0.213806746,0.098219044,0.17259132,0.006795738,0.325798135,-0.03201247,0.205749712,0.769721545,-0.863267461,-0.807186854,0.483630234,-0.34772362,-0.565740121,-0.776714289,-0.36161586,-0.029140672,Premiere Napa Valley Cabernet Sauvignon
0.391276832,-0.802317111,0.607440588,-0.331968526,-0.617118403,0.126555326,2.556185589,0.383204215,0.963128929,-2.003578962,-0.479229071,0.086667042,0.573457692,-0.719350789,-0.221374853,2.94948316,1.240184914,-0.289749231,4.40087397,-0.056041033,Primata Touriga Nacional
-1.518350978,0.381496136,-1.178066595,-0.279581288,-0.108016394,0.161814551,0.347612015,-0.133395097,-0.078164632,0.020875442,0.440607465,-0.238034961,-0.783855188,0.201652463,-0.315436995,0.129404453,-0.015776302,-0.415653308,0.00940407,-0.4488658,Private Reserve Riesling
0.391276832,-1.723060747,0.607440588,0.320753591,-0.982071119,-0.774802157,-1.937779165,0.657986895,0.340432035,0.823898851,-0.246096229,3.176395382,-1.067998114,2.743216095,-1.656819682,-0.220852878,-0.100909802,-0.555963212,-0.144769044,0.076153798,Pátria Alentejo Selection Reserva
1.346090738,-0.890006981,1.372657952,0.743138734,0.483051634,0.034490665,0.599231193,-0.416414335,-0.505313918,-1.580332563,-1.290324812,1.626345974,3.869052711,-1.224974402,0.97420024,0.029770714,1.465324502,-1.193481194,-0.186300256,0.058043326,Rare Cream Sherry Superior (Solera Reserva)
0.391276832,-0.320022825,0.607440588,0.126695197,-0.530005558,-0.282583922,-0.666116366,0.195044766,0.139565976,0.18022886,0.300629379,-0.324005551,-0.475117267,0.143979199,-0.577765931,-0.061742501,0.055299492,-1.657708681,1.364955643,0.727024628,Regional Tinto
1.107387261,-0.18848802,1.882802862,0.449714194,-0.478956516,-0.129624066,0.109384347,0.008617764,-0.588385214,0.659842422,-0.451105116,-0.028149374,0.310970345,-1.068752769,-2.511614567,-0.264028774,-0.351207498,-1.20922109,0.533597369,-0.172041323,Reserva Cabernet Franc
-1.757054455,0.995325227,-1.43313905,-0.457644133,0.075721696,0.413509062,0.688203863,-0.837645271,-0.793965746,0.490496642,-1.368950662,1.525031514,-0.819087254,1.159887616,0.374353202,-0.354614526,-0.351071554,0.451631322,-0.907183599,0.584529966,Reserva Chardonnay
-0.08613012,0.732255617,0.097295679,0.11611544,-0.575490357,-0.534820274,-1.486100899,0.217732374,0.249301363,0.217199023,0.895460977,-0.771013388,-0.752655798,-2.552431048,-0.133863823,-0.172774954,0.114967492,-1.718283714,-0.26649389,-0.062813191,Ricarico Prestige Cuvée
-0.08613012,-1.635370877,0.097295679,-0.231497468,-0.452159855,0.045877687,0.856738241,0.113319686,0.24551283,-1.126537722,0.758863679,0.125141395,1.599290011,0.912016656,-0.200936412,0.032311666,0.179355921,0.167715172,0.293938792,0.138683897,Riserva Prêt-A-Porter
-1.995757931,-0.62693737,-1.94328396,-0.009767981,-0.422942714,-0.128288399,-0.635371721,0.052322031,1.392860924,-0.501982879,2.193151029,0.149658874,-0.40403435,-0.267013817,0.126809243,-1.726441456,-1.934953996,3.457627724,2.492883667,-0.072784075,Rocky Gully Cabernets
-0.08613012,0.556875876,0.097295679,-0.491237924,1.14361633,1.807858866,-0.546740033,-0.019590982,-0.791760744,-0.295096373,-0.516447882,0.266094463,0.243516605,-0.646590563,0.852432374,0.045285373,0.065249197,0.177286063,0.507212619,-0.049547837,Rosato
0.868683785,1.565309383,1.627730407,-0.528314736,0.449940084,0.316776694,-0.01198935,-0.726237486,-0.515640134,0.477046464,0.715917539,-1.732992757,-0.543706616,1.133412145,0.37650647,-0.534642817,0.449875971,2.727360115,0.010560414,0.179454882,Rosé of Pinot Noir
-0.563537073,0.863790422,-0.667921686,-0.314335236,0.080897309,0.361999805,0.120210959,0.049093927,-0.083010863,-0.009317777,-1.470809544,-0.272685883,0.570497436,0.732317811,0.191381627,0.19413778,0.726520271,0.315327295,-2.525228438,0.536704899,Sancerre Les Baronnes Rosé
-0.563537073,0.907635357,-0.667921686,0.133978304,-0.744816782,-0.463247227,-0.455491847,0.375891397,-0.095530309,0.240901461,-0.689968557,-0.109241721,0.404294491,0.537887118,-0.00842079,-0.132545046,0.054419394,0.22092343,0.232511495,0.140300657,Santenay Rouge
-0.563537073,0.951480292,-0.667921686,-0.114136013,-0.525735635,-0.075995564,0.660267798,0.133709668,-0.028497448,-0.364297631,-0.60689655,0.085776734,-2.268819319,-0.719743029,-1.249602348,1.897977769,-0.915033345,1.373353547,0.202281961,-0.049109272,Sauternes (Premier Grand Cru Classé)
0.629980309,1.170704967,0.862513043,-0.99799882,6.80464053,-5.428021788,2.663647304,6.019795354,0.97442924,2.179421353,0.518466327,-0.124569746,-0.169538629,-0.592238594,-0.214731345,-0.228515765,-0.056971973,0.134351135,-0.0053211,0.004483105,Select Rosé Brut
-0.08613012,-1.591525942,0.097295679,-0.262176749,0.136123398,0.116808283,0.16399585,-0.510043293,-0.500566881,-0.013980742,-0.257740374,0.730500951,0.290592251,-2.021538792,-1.025270771,0.419182417,-0.810516017,0.352130419,3.134106201,2.406347946,Solatio Moscato d'Asti
0.391276832,1.433774578,0.607440588,0.065604359,-0.622834401,-0.286044864,-1.274021601,0.296448613,0.16125557,1.101827744,1.337900272,-0.005550954,0.716431285,0.495986267,-0.155064145,0.02671114,0.12117062,-0.00242125,-0.019000742,-0.041946254,Terras de Basto Tinto
0.391276832,1.433774578,0.607440588,-0.612415714,1.635736285,-0.149896268,-0.333919487,-1.86236221,-1.886897845,-0.985332661,-0.998857518,-3.921628513,-0.73582804,-1.281436394,2.65710148,-0.500731634,-0.14904544,0.134469531,-0.547724545,-0.138852336,Terras de Felgueiras Espumante de Vinho Verde Seco Branco
0.152573356,-0.144643085,0.352368133,-0.650603919,0.434325845,1.00341765,0.206265037,-0.821448688,-1.070186077,1.144720011,1.911889559,-0.81180042,-1.626715342,1.778721274,-0.064222174,1.119092624,-0.445073476,-0.169967467,-1.218451924,0.595711545,The Falcon Pinot Gris
-1.995757931,-0.977696851,-1.94328396,0.336363186,-0.787304118,-0.509368965,-0.661896597,0.421377222,0.067793063,0.083817958,-0.523185462,0.130822817,0.444160845,0.399944669,0.632291986,0.085792688,0.139128811,-0.137075652,0.259819605,-3.219727774,The Visionary Cabernet Sauvignon
1.346090738,1.214549902,0.097295679,-0.086445094,-0.332873675,0.222286295,-1.278826226,-0.337419554,0.974253441,2.017970142,1.447313967,4.530508441,1.516335124,-0.947523549,0.420901876,0.191466768,0.648860831,0.887884016,-0.299335814,0.1661165,Torgaio Toscana
1.346090738,1.521464448,1.117585498,-0.511866445,0.320224685,0.454005419,0.473512328,-0.724933992,-0.701180103,0.84349422,0.758788388,-0.094206293,-0.227096495,-0.570318297,-0.934084614,-0.131230153,-0.456535277,0.176914309,-0.079973618,0.336949148,Unwooded Chardonnay
-0.563537073,-0.583092435,-0.667921686,-0.041778783,-0.49290137,-0.122757877,0.290798751,0.151916665,-0.029471372,-0.141520491,-0.586704776,-0.031999464,-0.319665111,0.142153253,-0.109251155,-0.082810812,0.097207651,0.207285497,-0.296845156,0.084364854,Vieille Vigne Gevrey-Chambertin
1.346090738,-0.802317111,0.607440588,-0.770189114,1.436200019,6.925605496,-2.1764717,5.502789298,-0.832867566,-0.705849652,-0.166701423,0.461059867,-0.342569193,-0.113286616,-0.105125734,-0.009542485,-0.025934349,0.020138553,0.286979543,0.016689717,White Reserve Porto
